date,ticker,intraday_mom,overnight_gap,vwap_dev,intraday_range,close_to_high,attn_ret20,attn_rsi20,attn_vol20,xs_mom_5d,insider_net_buy,patent_velocity,target
2026-06-23,AAPL,-0.00238653,-0.00130926,-0.00982032,0.01896966,1.0,0.0060489097494651,0.2010422298157466,,0.634954234933868,-1.0,,-0.0303564246578592
2026-06-23,MSFT,-0.02231336,-0.0092072,-0.01231542,0.03965357,0.99244606,-0.0018987135892629,0.127076617389098,,-1.0071253755026583,-1.0,,-0.0262731407659611
2026-06-23,NVDA,-0.01364426,0.00577944,-0.00774151,0.03006331,0.86602938,0.0063314934946458,0.2590616903270505,,-0.5295533986515158,-1.0,,-0.0500185427127919
2026-06-23,GOOGL,-0.02343,-0.02748713,0.003605,0.04872273,0.54380736,0.0034760545766934,0.2705896133065547,,-0.7868834714262514,0.0,,-0.0278024916693492
2026-06-23,AMZN,-0.03201801,-0.01580703,-0.00847171,0.04188324,0.94461607,0.0009003862648561,0.3177137663346756,,-1.0924126501744595,-1.0,,-0.0304027791921791
2026-06-23,META,-0.01428279,-0.00900861,-0.00338746,0.02832319,0.74702755,0.0103862858628714,0.0098433151651753,,-0.3096871068864071,-1.0,,0.0276711783630858
2026-06-23,TSLA,0.02580727,-0.01393499,-0.00622837,0.05006912,0.47879645,0.0053275039472293,0.1624746981519021,,0.2719330893628426,-1.0,,-0.0461226377046872
2026-06-23,AVGO,-0.05226513,0.00698653,-0.01184718,0.05754514,0.99822657,0.0158814362038476,0.2092787690160224,,-1.4628236500307297,0.0,,0.0433464983768965
2026-06-23,ORCL,-0.03790249,-0.01085128,-0.01261627,0.05803882,0.90176825,0.0069992249928483,0.2380311129516374,,-1.9165326380001535,0.0,,-0.0384037578106728
2026-06-23,ADBE,0.00758557,-0.0090541,0.00485784,0.04126036,0.54602028,-0.0038472469710744,0.0194758998572976,,-0.8776736838244449,0.0,,-0.0358301751301433
2026-06-23,CRM,-0.000333,-0.01086881,0.00260049,0.05029637,0.49801332,-0.006098747604059,-0.0004808484028765,,-1.5653132443786433,0.0,,-0.039248181792232
2026-06-23,NOW,-0.00310826,-0.01933988,-0.00478933,0.06407912,0.74328876,0.0010203476242813,0.1247686283274864,,-1.6973999580453107,-1.0,,-0.0432082710508503
2026-06-23,SNOW,-0.02611273,0.00133427,-0.01992879,0.07278099,0.91631257,0.0354538238629277,0.1543271614921252,,5.25516673003758,-1.0,,-0.0633434831719031
2026-06-23,PLTR,-0.04978444,-0.0214025,-0.02267932,0.08093396,0.97103354,0.0041407527286189,-0.0077115981730203,,-1.9993464062918445,-1.0,,-0.0663332917061702
2026-06-23,NET,-0.0164363,-0.00910264,0.00515034,0.0607087,0.53997033,0.0218211693832324,0.1358447481881219,,1.4109262160145928,-1.0,,-0.0487509056038287
2026-06-23,DDOG,-0.00601624,-0.0001796,0.00115034,0.05383887,0.58638877,0.0206757537458241,0.4826794937397882,,1.4729729518389991,-1.0,,-0.0601188075015814
2026-06-23,ZS,0.01203098,-0.01700597,-0.0046255,0.0639129,0.70302675,0.0029002311786334,0.1706725294040637,,0.4267268366851264,-1.0,,-0.0602017830854965
2026-06-23,CRWD,-0.01399861,-0.000773,-0.01871528,0.05771449,0.94138838,0.0247789496058091,0.5425259687407437,,-0.4201947664357547,-1.0,,0.0543737182654684
2026-06-23,PANW,-0.00514286,0.00045196,-0.00892985,0.0401327,0.82245607,0.0210553770520544,0.5172756786699518,,-0.8741211579096044,-1.0,,0.0424876123220033
2026-06-23,SHOP,0.01133489,-0.01857127,-0.00356725,0.05168583,0.6487458,-0.0022601165276595,-0.0766966741315011,,1.164331341118055,1.0,,-0.0563200055292081
2026-06-23,WDAY,-0.01755762,-0.01557286,-0.01185014,0.07865168,0.82789664,-0.0040152850591477,0.087243992039904,,-1.5872724503703577,-1.0,,-0.0421918307282681
2026-06-23,TEAM,-0.01758702,-0.0170455,-0.00689917,0.08637205,0.80731667,0.0021593151505691,0.1579949749942719,,0.964428157115822,-1.0,,-0.0579067297947862
2026-06-23,INTU,-0.00622563,-0.02654877,-0.00095217,0.05659425,0.66004162,-0.012664967118367,-0.160226381333785,,-1.9041485114603,-0.3333333333333333,,-0.0360832729716904
2026-06-23,CDNS,-0.00775512,0.01255356,0.01254285,0.0354792,0.22029067,0.0106771998461846,0.319232296714986,,0.4885971362061187,-1.0,,-0.0349707558860143
2026-06-23,SNPS,0.01940596,8.784e-05,0.0105502,0.03574737,0.30301186,0.0104666767728491,0.1056306504622338,,-1.1057956681636738,-1.0,,-0.0374431163671386
2026-06-23,FTNT,-0.00638856,0.01171707,-0.00218528,0.03850919,0.67321431,0.0255659954020775,0.5592682070542949,,0.7523963243907298,-1.0,,0.0456464972995603
2026-06-23,ANET,0.02610077,0.0027115,0.01119375,0.04892525,0.07611257,0.0094440303702305,0.0945287744020722,,-1.441791762824684,-1.0,,0.0472978883989532
2026-06-23,ACN,-0.002,-0.03093267,0.02208741,0.06164324,0.14174214,-0.0015668596040927,-0.13699598498215,,-1.9953180035376297,0.0,,-0.0285304711448903
2026-06-23,IBM,0.01622193,-0.00288983,0.01579437,0.03762972,0.08947272,0.0147431238144484,0.1614209214997737,,-2.227807144103292,0.0,,-0.0297531262879972
2026-06-23,CSCO,0.01622076,0.00125577,0.00316224,0.02048706,0.22088189,0.0038264968934912,0.4772160567692136,,0.8263290619362393,-1.0,,-0.0187966911360877
2026-06-23,IT,-0.00190474,-0.01091137,-0.00451699,0.03482828,0.65525104,0.0020856890434269,0.0549213940255467,,-1.3172708535843451,0.0,,-0.0386296690262428
2026-06-23,TYL,0.01206148,-0.02499014,-0.00228668,0.03480858,0.52922738,-0.0023406130446075,-0.1328278184658688,,-1.4077614499981863,0.0,,-0.0314579906387115
2026-06-23,ROP,-0.00838952,-0.00746392,-0.0047106,0.04156414,0.63508367,-0.0026099081321028,-0.1811525380137744,,-0.6693589009723625,0.0,,0.0204282060683229
2026-06-23,PYPL,-0.00575394,0.0023541,-0.00690676,0.02964453,0.7928302,0.000395618237424,-0.0575316239285289,,-0.8001186477804049,-1.0,,0.0307952616725892
2026-06-23,COIN,-0.00063664,0.0105686,-0.02184338,0.08147235,0.86672264,-0.0135395651681701,-0.0383190976987009,,-1.800879529709708,-1.0,,0.0885530821380125
2026-06-23,AFRM,-0.02445943,0.00081144,-0.00877735,0.05173847,0.88621071,0.0089238417353271,0.1271340539818839,,-1.191550952228421,0.0,,0.0911288944560808
2026-06-23,HOOD,-0.02152583,-0.00147912,-0.02245404,0.06836352,0.94325313,0.0065693353555922,0.0945215119631567,,0.2137794809348715,-0.1428571428571428,,0.0669312676393116
2026-06-23,JPM,0.00652106,0.01371302,0.00404157,0.01814069,0.15282136,0.0020179295479321,0.0296981494417264,,0.7577654795584075,0.0,,0.0290957744985512
