date,ticker,price,adv,n_bars
2015-09-30,AAMI,13.6806,2791432,245
2015-09-30,AAON,11.8848,2718292,336
2015-09-30,ABCB,24.8975,3338240,336
2015-09-30,ABEO,99.5,979738,336
2015-09-30,ABUS,6.01,4543332,336
2015-09-30,ACCO,4.4878,2632129,336
2015-09-30,ACHV,4884.0,2237136,336
2015-09-30,ACIC,9.9692,2046884,336
2015-09-30,ACLS,10.68,2028754,336
2015-09-30,ACNT,8.5746,112669,336
2015-09-30,ACTG,9.4165,3478732,336
2015-09-30,AD,15.9964,1108100,336
2015-09-30,ADMA,8.03,108765,336
2015-09-30,ADUS,31.6,1889204,336
2015-09-30,AEMD,414600.0,597900,336
2015-09-30,AFMDQ,60.4,2505287,264
2015-09-30,AGI,3.3578,4287855,336
2015-09-30,AGM,18.6408,547258,336
2015-09-30,AGRO,7.011,932748,336
2015-09-30,AGX,25.9155,2763655,336
2015-09-30,AGYS,11.14,352019,336
2015-09-30,AIFU,2403.3743,945915,336
2015-09-30,AIM,8706.1104,76050,336
2015-09-30,AIN,24.4793,2944210,336
2015-09-30,AIOT,3.15,111729,336
2015-09-30,AKBA,9.55,3066362,336
2015-09-30,ALCO,34.2591,638939,336
2015-09-30,ALDX,6.04,129342,336
2015-09-30,ALG,43.5577,1999753,336
2015-09-30,ALLT,4.77,680712,336
2015-09-30,ALNT,10.7223,1947651,336
2015-09-30,AMC,182.5844,4872466,336
2015-09-30,AMPH,10.78,3386369,319
2015-09-30,AMPY,5.0402,400816,336
2015-09-30,AMRC,5.89,300995,336
2015-09-30,AMSC,4.31,273493,336
2015-09-30,AMSF,21.3559,1502323,336
2015-09-30,ANDE,26.7872,4530439,336
2015-09-30,ANGI,49.5,3947305,336
2015-09-30,ANGO,13.22,1903783,336
2015-09-30,ANIK,31.35,4289936,336
2015-09-30,ANY,28840.0,1204000,336
2015-09-30,AORT,9.8022,649499,336
2015-09-30,AOSL,7.84,401019,336
2015-09-30,AP,10.2573,288582,336
2015-09-30,APAM,12.5736,3460616,336
2015-09-30,APEI,23.56,2444888,336
2015-09-30,APT,2.03,103244,336
2015-09-30,ARCO,2.3801,1192611,336
2015-09-30,ARCT,41.44,1477899,336
2015-09-30,ARDX,16.65,2428443,323
2015-09-30,ARES,11.4315,561009,336
2015-09-30,ARMP,603.4,98308,336
2015-09-30,AROW,16.0867,299771,336
2015-09-30,ARQ,4.7698,106223,336
2015-09-30,ARTNA,17.5074,271099,336
2015-09-30,ASC,8.6004,2059013,336
2015-09-30,ASMB,114.96,1151747,336
2015-09-30,ASPN,7.45,509848,327
2015-09-30,ASTC,286.5,65587,336
2015-09-30,ASTE,29.9156,3298330,336
2015-09-30,ASYS,4.36,393977,336
2015-09-30,ATEC,3.84,70668,336
2015-09-30,ATEN,5.4107,2119204,336
2015-09-30,ATHXQ,28.25,328985,336
2015-09-30,ATLO,14.5779,132372,336
2015-09-30,ATNI,56.5044,3696052,336
2015-09-30,ATNM,52.2,1407467,336
2015-09-30,ATOS,2025.0,106474,336
2015-09-30,ATRC,20.65,4135600,336
2015-09-30,AUB,16.7987,1756605,336
2015-09-30,AUDC,2.5962,167020,336
2015-09-30,AUPH,2.79,80100,271
2015-09-30,AVAV,19.81,3631330,336
2015-09-30,AVD,10.5943,2210906,336
2015-09-30,AVNW,6.3,99325,336
2015-09-30,AVXL,5.3,2469014,336
2015-09-30,AXGN,4.18,165540,336
2015-09-30,AZTA,10.0381,1767767,336
2015-09-30,BANC,9.5638,1899673,336
2015-09-30,BANF,25.1831,1124889,336
2015-09-30,BANR,32.7652,2434807,336
2015-09-30,BBDC,4.8169,782044,336
2015-09-30,BBSI,8.0032,2856561,336
2015-09-30,BBT,19.8255,1946875,336
2015-09-30,BBW,14.7028,3207076,336
2015-09-30,BCIC,8.3011,132842,336
2015-09-30,BCLI,33.0,299268,336
2015-09-30,BELFB,16.4387,634575,336
2015-09-30,BGS,15.148,4233977,336
2015-09-30,BH,244.5333,3192409,336
2015-09-30,BHB,13.4912,168229,336
2015-09-30,BHE,17.5266,4986133,336
2015-09-30,BIOCQ,63990.7539,733328,336
2015-09-30,BKE,12.42,4194001,336
2015-09-30,BLBD,9.99,221215,336
2015-09-30,BLFS,2.13,118157,336
2015-09-30,BLX,12.1722,2184653,336
2015-09-30,BMI,26.0461,3872236,336
2015-09-30,BMRC,17.2782,360812,336
2015-09-30,BNC,223.2,92294,336
2015-09-30,BOOM,9.2571,1144452,336
2015-09-30,BPTH,4360.0,75840,336
2015-09-30,BRC,16.0905,3284654,336
2015-09-30,BSET,17.2807,1975083,336
2015-09-30,BSRR,11.0798,185805,336
2015-09-30,BUSE,13.0074,418999,336
2015-09-30,BWEN,2.08,118180,336
2015-09-30,CAAS,4.1085,190427,336
2015-09-30,CAC,18.1564,293985,336
2015-09-30,CAE,9.5339,252370,336
2015-09-30,CALX,7.32,1675231,336
2015-09-30,CALY,7.9394,3831587,336
2015-09-30,CAMT,2.391,89008,336
2015-09-30,CAPR,40.0,87792,336
2015-09-30,CASH,13.2129,1672833,336
2015-09-30,CASS,28.9117,1014066,336
2015-09-30,CATO,18.7057,2389580,336
2015-09-30,CATX,13.7,468545,336
2015-09-30,CBAT,2.2,87620,336
2015-09-30,CBU,26.9093,3463028,336
2015-09-30,CBZ,9.82,1858817,336
2015-09-30,CCBG,11.887,169221,336
2015-09-30,CCEC,19.3053,1453233,336
2015-09-30,CCNE,13.1103,177940,336
2015-09-30,CCO,3.7237,478428,336
2015-09-30,CCS,17.7498,1790811,324
2015-09-30,CDNA,4.15,106533,304
2015-09-30,CDXS,3.19,200467,336
2015-09-30,CDZI,7.32,680472,336
2015-09-30,CECO,7.7778,1138214,336
2015-09-30,CENT,11.9421,845007,336
2015-09-30,CENTA,12.848,2151809,336
2015-09-30,CERS,4.52,4401427,336
2015-09-30,CEVA,18.09,1970960,336
2015-09-30,CFFI,25.5886,57612,336
2015-09-30,CFFN,5.9435,3378766,336
2015-09-30,CFRXQ,3424.0,184392,264
2015-09-30,CGEN,4.83,760002,336
2015-09-30,CHCO,35.4565,1942378,336
2015-09-30,CHEF,13.99,1343831,336
2015-09-30,CHGG,7.07,4545239,336
2015-09-30,CHRN,1795.5,334199,336
2015-09-30,CIA,7.34,578144,336
2015-09-30,CIGI,40.1274,1191510,336
2015-09-30,CIIT,4816.0,50288,336
2015-09-30,CLAR,5.6161,1527838,336
2015-09-30,CLFD,13.42,980969,336
2015-09-30,CLIR,53.6,439822,336
2015-09-30,CLMB,3.1813,88861,336
2015-09-30,CLRO,64.0099,50322,336
2015-09-30,CLS,12.54,3697045,336
2015-09-30,CMCO,16.4658,1410952,336
2015-09-30,CMRE,7.2374,1275572,336
2015-09-30,CMT,18.6049,908961,336
2015-09-30,CMTL,16.9949,1327668,336
2015-09-30,CNA,14.9656,1457209,336
2015-09-30,CNOB,14.8991,1081120,336
2015-09-30,CNS,16.0676,2441373,336
2015-09-30,CNTY,5.89,156414,336
2015-09-30,CNVS,108.0,111543,336
2015-09-30,CNXN,17.5503,710878,336
2015-09-30,COCP,216.0,263329,336
2015-09-30,CODI,8.0311,881568,336
2015-09-30,COHR,15.87,3800729,336
2015-09-30,COHU,8.9042,1237191,336
2015-09-30,COLB,19.004,4313461,336
2015-09-30,COMS,1993.2008,57637,336
2015-09-30,CORT,3.51,1501147,336
2015-09-30,CPF,13.6537,2989556,336
2015-09-30,CPIX,4.2882,53229,336
2015-09-30,CPK,42.1695,2499947,336
2015-09-30,CPS,57.32,2888247,336
2015-09-30,CPSS,4.96,389259,336
2015-09-30,CRAI,18.4508,878895,336
2015-09-30,CRBP,47.19,324898,233
2015-09-30,CRDF,365.76,4017581,336
2015-09-30,CRIS,3740.0,1376520,336
2015-09-30,CRK,8.8161,3488360,336
2015-09-30,CRMD,9.05,1299146,336
2015-09-30,CRMT,32.95,1383533,336
2015-09-30,CRVL,11.0233,1176048,336
2015-09-30,CSV,18.2839,2121472,336
2015-09-30,CSWC,5.7613,491703,336
2015-09-30,CTBI,23.4901,712116,336
2015-09-30,CTRN,21.7493,2718501,336
2015-09-30,CTS,17.3378,1606669,336
2015-09-30,CTSO,6.3,490015,336
2015-09-30,CUBI,25.01,3550881,336
2015-09-30,CULP,26.2456,1784498,336
2015-09-30,CVCO,68.05,2778049,336
2015-09-30,CVEO,16.9612,2821352,336
2015-09-30,CVGI,4.05,597753,336
2015-09-30,CVI,16.5404,4633072,336
2015-09-30,CVLG,8.4826,4454525,336
2015-09-30,CVM,427.5,219502,336
2015-09-30,CVU,8.83,79080,336
2015-09-30,CVV,11.02,217197,336
2015-09-30,CWCO,8.9771,894051,336
2015-09-30,CWST,5.79,881663,336
2015-09-30,CWT,17.6122,3426304,336
2015-09-30,CYD,6.7601,247106,336
2015-09-30,CYRX,2.34,93714,336
2015-09-30,CYTK,6.47,1980364,336
2015-09-30,CZNC,11.2536,153764,336
2015-09-30,CZR,9.02,1204458,258
2015-09-30,DAC,74.2382,101975,336
2015-09-30,DAKT,7.2957,1541418,336
2015-09-30,DARE,416.4,221171,336
2015-09-30,DCO,19.14,1157523,336
2015-09-30,DCOM,18.2765,440957,336
2015-09-30,DGICA,8.735,179634,336
2015-09-30,DGII,11.47,570098,336
2015-09-30,DHT,3.0023,4461707,336
2015-09-30,DHX,7.25,1895493,336
2015-09-30,DIOD,21.23,4405269,336
2015-09-30,DJCO,183.8,304130,336
2015-09-30,DLAPQ,17.0,210231,336
2015-09-30,DMC,31.5868,4029708,336
2015-09-30,DMRC,31.08,3297587,336
2015-09-30,DOMH,335.1997,80567,336
2015-09-30,DSGR,10.885,687265,336
2015-09-30,DSGX,17.82,704000,336
2015-09-30,DSX,3.7378,1756955,336
2015-09-30,DWSN,2.8056,158287,336
2015-09-30,DXLG,5.8,543075,336
2015-09-30,DXYN,8.52,665975,336
2015-09-30,EBF,8.5526,1168853,336
2015-09-30,EDSA,2063.8799,57065,336
2015-09-30,EFSC,20.7524,933115,336
2015-09-30,EGAN,4.04,98419,336
2015-09-30,EGBN,35.3879,3301782,336
2015-09-30,EGHT,8.12,4018480,336
2015-09-30,EHTH,12.87,2013588,336
2015-09-30,EIG,16.3051,1493004,336
2015-09-30,ELDN,1670.22,1275346,261
2015-09-30,ENFY,19.6801,99500,336
2015-09-30,ENLV,3066.0,113298,294
2015-09-30,ENPH,3.55,3749746,336
2015-09-30,ENVA,10.22,2693114,220
2015-09-30,EPM,2.9813,195866,336
2015-09-30,ERIE,63.6908,2260581,336
2015-09-30,ERII,2.11,300312,336
2015-09-30,ESCA,10.3394,184366,336
2015-09-30,ESE,34.2921,2952259,336
2015-09-30,ESLT,66.3673,703427,336
2015-09-30,ETD,11.849,2760475,336
2015-09-30,EVC,3.8268,1514860,336
2015-09-30,EVTC,15.9324,3836633,336
2015-09-30,EXLS,7.486,4736355,336
2015-09-30,EXPO,19.5302,3885804,336
2015-09-30,EXTR,3.34,2298738,336
2015-09-30,EYPT,35.6,248057,336
2015-09-30,EZPW,6.1,2440192,336
2015-09-30,FABC,20275.1992,149299,336
2015-09-30,FATE,4.81,560711,336
2015-09-30,FBIO,37.05,486225,336
2015-09-30,FBIZ,17.3456,403427,336
2015-09-30,FBNC,13.7993,373543,336
2015-09-30,FBP,2.7068,2448808,336
2015-09-30,FC,15.87,697399,336
2015-09-30,FCBC,11.4205,261825,336
2015-09-30,FCEL,2894.3999,1397455,336
2015-09-30,FCF,6.3561,1819259,336
2015-09-30,FCNCA,212.2115,3705467,336
2015-09-30,FDUS,4.1702,194115,336
2015-09-30,FF,2.7283,227610,336
2015-09-30,FFBC,12.2908,2084190,336
2015-09-30,FFIN,12.9803,4271892,336
2015-09-30,FGNX,901.25,55210,336
2015-09-30,FIBK,16.6724,1429517,336
2015-09-30,FISI,15.8745,450620,336
2015-09-30,FIVN,3.7,912138,336
2015-09-30,FIZZ,10.3623,766663,336
2015-09-30,FLNA,12.46,187276,336
2015-09-30,FLNT,35.58,399920,336
2015-09-30,FLWS,8.9,2843559,336
2015-09-30,FLXS,22.4799,879716,336
2015-09-30,FMNB,5.7387,76341,336
2015-09-30,FN,19.02,2569942,336
2015-09-30,FNLC,11.2746,166264,336
2015-09-30,FOR,13.24,2711742,336
2015-09-30,FORM,6.55,2196061,336
2015-09-30,FORR,29.5536,1432231,336
2015-09-30,FOXF,16.01,874995,336
2015-09-30,FRME,18.8278,2528145,336
2015-09-30,FRO,5.8577,2093386,336
2015-09-30,FRPH,15.0,179030,336
2015-09-30,FRST,7.9309,62707,336
2015-09-30,FSBW,9.3775,55050,336
2015-09-30,FSK,8.7448,1595059,336
2015-09-30,FSM,2.2,759594,336
2015-09-30,FSS,12.1274,3213969,336
2015-09-30,FSTR,12.1587,2235032,336
2015-09-30,FWDI,14.0,338073,336
2015-09-30,GABC,14.8945,371691,336
2015-09-30,GAIA,6.05,170054,336
2015-09-30,GAIN,2.2955,374492,336
2015-09-30,GALT,2.14,197138,336
2015-09-30,GASS,4.32,273529,336
2015-09-30,GBDC,5.9183,981976,336
2015-09-30,GBLI,18.7827,366847,336
2015-09-30,GEG,9.0,136298,336
2015-09-30,GEOS,13.83,3076628,336
2015-09-30,GEVO,744.0,1341856,336
2015-09-30,GFF,11.1246,1672709,336
2015-09-30,GHM,15.2692,771767,336
2015-09-30,GIC,3.7324,62358,336
2015-09-30,GLAD,5.9746,245786,336
2015-09-30,GLMD,10670.4004,171892,336
2015-09-30,GLRE,22.42,3936736,336
2015-09-30,GNE,5.8429,531351,336
2015-09-30,GNK,23.4911,1738345,306
2015-09-30,GRBK,10.69,2698047,336
2015-09-30,GRC,18.2104,601835,336
2015-09-30,GSAT,21.75,4675484,336
2015-09-30,GSBC,31.2164,1073731,336
2015-09-30,GSIT,4.02,59720,336
2015-09-30,GSL,23.3995,280901,336
2015-09-30,GTE,22.2,1785891,336
2015-09-30,GTIM,6.29,447221,336
2015-09-30,GURE,69.5,100006,336
2015-09-30,HAFC,16.2267,2124365,336
2015-09-30,HASI,9.5839,1459181,336
2015-09-30,HBCP,20.2981,61994,336
2015-09-30,HBIO,37.4,429096,336
2015-09-30,HBM,3.5483,529807,336
2015-09-30,HBNC,7.265,430828,336
2015-09-30,HCI,28.3731,3431992,336
2015-09-30,HCKT,10.6245,1578222,336
2015-09-30,HDSN,2.97,148733,336
2015-09-30,HFWA,12.9369,714678,336
2015-09-30,HHS,33.0288,1172772,336
2015-09-30,HIFS,103.0252,550260,336
2015-09-30,HLIO,25.1428,2419054,336
2015-09-30,HLIT,5.77,2051569,336
2015-09-30,HMN,23.7126,2885340,336
2015-09-30,HNI,29.6726,4586799,336
2015-09-30,HNNA,9.3021,82620,336
2015-09-30,HNRG,6.198,726296,336
2015-09-30,HOFT,16.5914,931375,336
2015-09-30,HOPE,9.5126,3573066,336
2015-09-30,HOV,43.25,4573003,336
2015-09-30,HROW,6.62,147866,336
2015-09-30,HRZN,2.5093,183091,336
2015-09-30,HSTM,20.3724,3011773,336
2015-09-30,HTB,16.7341,895879,336
2015-09-30,HTGC,3.1359,1215485,336
2015-09-30,HTO,23.6152,1141096,336
2015-09-30,HURC,22.6814,650555,336
2015-09-30,HVT,11.9449,928727,336
2015-09-30,HWKN,16.1745,815927,336
2015-09-30,HY,42.9578,2685248,336
2015-09-30,IBCP,10.2026,693396,336
2015-09-30,IBIO,3250.0,208125,336
2015-09-30,IBOC,18.8152,2959400,336
2015-09-30,IBP,22.6001,4394977,336
2015-09-30,ICCC,6.15,101327,336
2015-09-30,ICFI,28.7403,1875117,336
2015-09-30,ICL,3.3025,387957,336
2015-09-30,ICMB,2.349,77624,336
2015-09-30,IDT,8.2842,1157320,336
2015-09-30,III,3.21,216709,336
2015-09-30,IIIN,9.9234,536129,336
2015-09-30,IMMR,9.3117,2054570,336
2015-09-30,IMNN,4766.0869,323176,336
2015-09-30,IMUX,1680.0,3535952,336
2015-09-30,INBK,27.7335,458579,336
2015-09-30,INDB,33.9612,3137978,336
2015-09-30,INSG,22.3,1101536,336
2015-09-30,INUV,26.5,245966,336
2015-09-30,INVE,3.42,291480,336
2015-09-30,IOVA,5.84,2779453,336
2015-09-30,IPAR,20.0736,1958799,336
2015-09-30,IPWR,64.0,97575,336
2015-09-30,IRD,240.0,169353,336
2015-09-30,IRIX,7.16,140175,336
2015-09-30,IRMD,22.6311,621053,305
2015-09-30,ITRN,13.9722,71254,336
2015-09-30,JAKK,77.7244,3618291,336
2015-09-30,JBSS,30.6002,1743189,336
2015-09-30,JBTM,36.164,3307448,336
2015-09-30,JHX,10.3525,181546,336
2015-09-30,JOUT,17.3439,292190,336
2015-09-30,JRVR,19.0488,1509352,200
2015-09-30,JVA,3.7746,89942,336
2015-09-30,KAI,35.383,1886185,336
2015-09-30,KE,11.71,672597,228
2015-09-30,KELYA,11.7612,1520440,336
2015-09-30,KFRC,19.1128,4081152,336
2015-09-30,KG,232.1083,4171433,336
2015-09-30,KINS,6.9677,96571,336
2015-09-30,KLIC,7.8388,4105521,336
2015-09-30,KMPR,27.3502,3434008,336
2015-09-30,KNDI,5.1,2680872,336
2015-09-30,KNOP,5.9608,689804,336
2015-09-30,KODK,15.31,2486962,336
2015-09-30,KOP,18.6916,2899288,336
2015-09-30,KOPN,3.13,553996,336
2015-09-30,KRNY,7.6971,4934118,336
2015-09-30,KRO,3.2783,1478865,336
2015-09-30,KTCC,9.99,139482,336
2015-09-30,KTOS,4.23,1968274,336
2015-09-30,KVHI,10.22,316334,336
2015-09-30,KWY,4.48,77373,336
2015-09-30,LAKE,13.5199,392831,336
2015-09-30,LCII,38.4701,4082127,336
2015-09-30,LCTX,2.3486,694651,336
2015-09-30,LCUT,11.3047,234647,336
2015-09-30,LEE,19.2,312911,336
2015-09-30,LEJUY,50.9,1787382,336
2015-09-30,LEU,2.7,53153,336
2015-09-30,LFCR,12.08,799548,336
2015-09-30,LFVN,4.9335,139263,336
2015-09-30,LFWD,15582.0,462378,264
2015-09-30,LIND,9.48,770616,336
2015-09-30,LIQT,29.12,71768,336
2015-09-30,LITS,24.3911,417845,336
2015-09-30,LIVE,9.96,152201,336
2015-09-30,LKFN,22.48,1137710,336
2015-09-30,LMAT,11.0665,1270848,336
2015-09-30,LMNR,14.0494,468851,336
2015-09-30,LODE,155.0,74795,336
2015-09-30,LOGI,10.6447,3016657,336
2015-09-30,LPCN,208.42,4166593,336
2015-09-30,LPG,4.253,1170971,336
2015-09-30,LPSN,113.4,2102064,336
2015-09-30,LQDT,7.34,2427382,336
2015-09-30,LRN,12.62,2760537,336
2015-09-30,LSCC,3.79,4526632,336
2015-09-30,LSTA,220.5,367351,336
2015-09-30,LTBR,52.2,77896,336
2015-09-30,LWAY,11.47,291234,336
2015-09-30,LXFR,7.0305,169420,336
2015-09-30,LYTS,6.4785,790042,336
2015-09-30,MAGN,175.6816,2359347,336
2015-09-30,MAIN,11.4593,3183192,336
2015-09-30,MANU,16.1994,526496,336
2015-09-30,MARA,29.92,150129,336
2015-09-30,MARK,43.2,60320,336
2015-09-30,MATV,20.0073,3819289,336
2015-09-30,MATW,36.7143,3974369,336
2015-09-30,MBOT,680.4,256672,336
2015-09-30,MBUU,13.97,2045089,336
2015-09-30,MBWM,13.602,426971,336
2015-09-30,MC,11.6858,1230127,336
2015-09-30,MCHB,17.8109,2098029,336
2015-09-30,MCHX,3.4118,313484,336
2015-09-30,MCRI,15.5418,633133,336
2015-09-30,MCS,16.2396,1058989,336
2015-09-30,MCY,32.7829,4435825,336
2015-09-30,MDGL,57.05,1940998,336
2015-09-30,MDWD,43.68,124267,336
2015-09-30,MED,20.6734,2174667,336
2015-09-30,MERC,6.6526,1849987,336
2015-09-30,MFIC,4.4807,2660621,336
2015-09-30,MFIN,5.2933,1450470,336
2015-09-30,MG,12.79,1032957,336
2015-09-30,MGEE,32.4131,2095145,336
2015-09-30,MGPI,14.1841,890305,336
2015-09-30,MGRC,20.4031,2160846,336
2015-09-30,MHO,23.33,4333272,336
2015-09-30,MIND,37.9,146547,336
2015-09-30,MITK,3.15,379788,336
2015-09-30,MLAB,104.1388,793251,336
2015-09-30,MLCI,6.1964,101208,336
2015-09-30,MLI,5.7871,4570410,336
2015-09-30,MLR,15.3855,431871,336
2015-09-30,MMYT,13.29,3912333,336
2015-09-30,MNOV,2.79,172787,336
2015-09-30,MOD,7.85,1461832,336
2015-09-30,MORN,72.935,4193470,336
2015-09-30,MOV,16.6541,2700072,336
2015-09-30,MPAA,30.46,4206161,336
2015-09-30,MRCY,15.49,1541215,336
2015-09-30,MRKR,67.2,355948,336
2015-09-30,MRTN,5.3891,2244662,336
2015-09-30,MSEX,19.5072,536715,336
2015-09-30,MTEX,13.5007,77131,336
2015-09-30,MTRN,27.4087,2851964,336
2015-09-30,MTRX,21.31,4145647,336
2015-09-30,MUX,8.4588,622428,336
2015-09-30,MVIS,46.05,704569,336
2015-09-30,MX,6.62,2742539,336
2015-09-30,MXL,11.66,4780807,336
2015-09-30,MYE,9.6224,1225137,336
2015-09-30,MYRG,26.04,3768328,336
2015-09-30,NAGE,3.3,101902,336
2015-09-30,NATH,28.3253,836264,336
2015-09-30,NATR,10.4756,175068,336
2015-09-30,NBHC,16.0462,2830646,336
2015-09-30,NBTB,19.3091,1995222,336
2015-09-30,NC,8.5448,834502,336
2015-09-30,NCMI,70.0294,2059039,336
2015-09-30,NDLS,112.8,3359632,336
2015-09-30,NEO,5.64,1741232,336
2015-09-30,NEON,25.5,619972,336
2015-09-30,NEPTF,1540.0,114835,336
2015-09-30,NERV,42.64,73631,315
2015-09-30,NEWT,4.7545,291584,336
2015-09-30,NG,3.52,4077121,336
2015-09-30,NGNE,279.6,4263639,336
2015-09-30,NGS,19.4736,676583,336
2015-09-30,NGVC,16.1247,1295016,336
2015-09-30,NHC,44.7241,735648,336
2015-09-30,NHTC,9.3745,2355054,336
2015-09-30,NKSH,19.4654,194909,336
2015-09-30,NMFC,4.2211,873171,336
2015-09-30,NMIH,7.57,1875315,336
2015-09-30,NNI,31.4521,3933843,336
2015-09-30,NNVC,23.6,157875,336
2015-09-30,NOVT,12.39,643010,336
2015-09-30,NPK,49.3052,1190885,336
2015-09-30,NRC,9.1296,86098,336
2015-09-30,NRIM,4.9283,306904,336
2015-09-30,NSIT,25.29,3795884,336
2015-09-30,NSLR,2.5193,226333,336
2015-09-30,NSP,15.9416,4377365,336
2015-09-30,NTWK,5.15,103339,336
2015-09-30,NVEC,25.1347,640807,336
2015-09-30,NVGS,12.4849,2575860,336
2015-09-30,NVMI,9.63,409407,336
2015-09-30,NWBI,7.1193,4206214,336
2015-09-30,NWN,29.6454,3076542,336
2015-09-30,NWPX,12.79,1448151,336
2015-09-30,NX,15.42,3535376,336
2015-09-30,NXH,17.47,2018888,336
2015-09-30,NYMXF,3.53,902456,336
2015-09-30,OBE,3.22,2425363,336
2015-09-30,OCFC,11.8124,350097,336
2015-09-30,OCGN,237.6,59916,207
2015-09-30,OCSL,6.087,1825809,336
2015-09-30,OCUL,13.51,3811580,298
2015-09-30,ODC,8.6055,112285,336
2015-09-30,OEC,11.6156,1191352,298
2015-09-30,OESX,18.6,123384,336
2015-09-30,OFIX,32.68,3121214,336
2015-09-30,OFLX,25.8926,103341,336
2015-09-30,OFS,2.6106,65677,336
2015-09-30,OGEN,29880.0,341100,336
2015-09-30,OMEX,4.296,50515,336
2015-09-30,ONCY,4.655,157708,336
2015-09-30,OPCH,7.68,2597514,336
2015-09-30,OPY,15.3454,992060,336
2015-09-30,ORA,31.3008,3704884,336
2015-09-30,ORKA,570.3929,133759,336
2015-09-30,ORMP,5.202,310480,336
2015-09-30,ORN,5.82,918040,336
2015-09-30,ORRF,12.0057,52094,336
2015-09-30,OSBC,5.5336,333610,336
2015-09-30,OSUR,4.69,2804192,336
2015-09-30,OTTR,18.7468,1401037,336
2015-09-30,PACB,3.68,1941523,336
2015-09-30,PAHC,24.6204,3697281,336
2015-09-30,PAMT,8.5475,762874,336
2015-09-30,PARR,20.41,1667800,336
2015-09-30,PATK,15.3952,3573877,336
2015-09-30,PCYO,4.85,151908,336
2015-09-30,PDFS,10.03,1766160,336
2015-09-30,PEBO,13.0169,736332,336
2015-09-30,PEGA,11.7877,3370445,336
2015-09-30,PERI,6.18,160080,336
2015-09-30,PETS,11.2233,2111182,336
2015-09-30,PFBC,23.9621,703084,336
2015-09-30,PFIS,23.5482,191403,336
2015-09-30,PFLT,3.6694,339681,336
2015-09-30,PFS,11.8712,1905403,336
2015-09-30,PFSI,14.4599,622497,336
2015-09-30,PFX,136.9697,2182653,336
2015-09-30,PGC,19.2123,525860,336
2015-09-30,PHIO,219780.0,275319,336
2015-09-30,PIPR,6.8094,3679408,336
2015-09-30,PKE,7.8415,417438,336
2015-09-30,PKOH,23.7908,1656146,336
2015-09-30,PLAB,8.92,2664832,336
2015-09-30,PLG,23.0,59396,336
2015-09-30,PLOW,13.7003,1349283,336
2015-09-30,PLPC,32.4628,176170,336
2015-09-30,PLUR,144.8,243980,336
2015-09-30,PLX,13.0,116872,336
2015-09-30,PMCB,134.85,146747,336
2015-09-30,POWL,7.7065,1739837,336
2015-09-30,PPIH,5.02,57061,336
2015-09-30,PRDO,3.5873,1477166,336
2015-09-30,PRGS,22.5739,4857008,336
2015-09-30,PRIM,15.5746,4760063,336
2015-09-30,PRK,59.0183,1212762,336
2015-09-30,PRMB,8.401,4200297,336
2015-09-30,PROV,11.1924,117966,336
2015-09-30,PRQR,14.0,859451,260
2015-09-30,PRSO,11680.0,82360,336
2015-09-30,PRSU,27.8043,1550758,336
2015-09-30,PSIX,22.67,4288250,336
2015-09-30,PTN,1012.5,408800,336
2015-09-30,PXLW,41.64,1481238,336
2015-09-30,QCRH,20.4324,540067,336
2015-09-30,QDEL,18.82,4677532,336
2015-09-30,QMCO,112.0,1961460,336
2015-09-30,QNST,5.65,1113904,336
2015-09-30,QTWO,23.78,3864329,336
2015-09-30,QUAD,7.5119,1822687,336
2015-09-30,QUIK,21.56,213752,336
2015-09-30,RAIL,16.4707,2614055,336
2015-09-30,RAVE,8.33,602630,336
2015-09-30,RBBN,5.84,3395087,336
2015-09-30,RBCAA,17.8679,378361,336
2015-09-30,RCKY,10.7109,535505,336
2015-09-30,RDCM,10.99,228415,336
2015-09-30,RDGT,64800.0,93420,336
2015-09-30,RDI,12.67,640644,336
2015-09-30,RDNT,5.44,1530669,336
2015-09-30,REED,1335.0,198300,336
2015-09-30,REFR,5.02,121760,336
2015-09-30,REI,9.56,826331,336
2015-09-30,RELL,4.2149,224034,336
2015-09-30,RGP,9.7176,1451745,336
2015-09-30,RGS,254.4,3878997,336
2015-09-30,RICK,9.6162,206457,336
2015-09-30,RIGL,23.6,1254773,336
2015-09-30,RLGT,4.45,1175239,336
2015-09-30,RLI,17.4225,4946124,336
2015-09-30,RM,12.2957,980516,336
2015-09-30,RMCF,9.3097,83147,336
2015-09-30,RNST,24.7431,3780398,336
2015-09-30,ROCK,17.85,2681717,336
2015-09-30,RUSHA,6.6168,3642411,336
2015-09-30,RUSHB,6.3357,432843,336
2015-09-30,RYZ,4.5677,702686,288
2015-09-30,SA,5.62,2970058,336
2015-09-30,SAFT,33.622,2129968,336
2015-09-30,SAMG,6.6331,144436,336
2015-09-30,SAR,5.2932,56346,336
2015-09-30,SB,2.2679,613936,336
2015-09-30,SBCF,12.9147,1410870,336
2015-09-30,SBLK,5.537,541607,336
2015-09-30,SBSI,17.186,1421850,336
2015-09-30,SCL,35.2127,4627797,336
2015-09-30,SCM,3.0203,170741,336
2015-09-30,SCPX,62455.0078,87395,336
2015-09-30,SCYX,556.0,58590,336
2015-09-30,SEB,2947.7927,953265,336
2015-09-30,SEED,13.5,79373,336
2015-09-30,SENEA,26.23,621071,336
2015-09-30,SFBS,8.6963,2189147,336
