ticker,description,type,mic,adv,n_bars,last_price
JYNT,JOINT CORP/THE,Common Stock,XNAS,626631.001329422,276,8.359999656677246
NXTC,NEXTCURE INC,Common Stock,XNAS,626861.9918823242,276,6.800000190734863
PCYO,PURE CYCLE CORP,Common Stock,XNAS,633727.0211219788,276,11.109999656677246
DHX,DHI GROUP INC,Common Stock,XNYS,638929.5069336891,276,4.46999979019165
ESCA,ESCALADE INC,Common Stock,XNAS,644087.0071411133,276,20.1200008392334
CVV,CVD EQUIPMENT CORP,Common Stock,XNAS,647789.9930477142,276,6.559999942779541
AMCI,AMC ROBOTICS CORP,Common Stock,XNAS,668185.5027675629,276,3.940000057220459
SDHC,SMITH DOUGLAS HOMES CORP,Common Stock,XNYS,673506.0005664825,276,11.40999984741211
PEW,GRABAGUN DIGITAL HOLDINGS IN,Common Stock,XNYS,681129.8132824898,276,2.2699999809265137
ELPW,ELONG POWER HOLDING-A,Common Stock,XNAS,694449.5408703387,276,3.2699999809265137
TCX,TUCOWS INC-CLASS A,Common Stock,XNAS,697867.0081615448,276,10.520000457763672
SSTI,SOUNDTHINKING INC,Common Stock,XNAS,714558.9939832687,276,5.96999979019165
ULH,UNIVERSAL LOGISTICS HOLDINGS,Common Stock,XNAS,715273.5136032104,276,18.40999984741211
PYPD,POLYPID LTD,Common Stock,XNAS,737995.4868793488,276,5.329999923706055
GEOS,GEOSPACE TECHNOLOGIES CORP,Common Stock,XNAS,749208.0147743225,276,5.190000057220459
SPCB,SUPERCOM LTD,Common Stock,XNAS,763912.5215530396,276,10.270000457763672
FTW,EQV VENTURES ACQUISITION C-A,Common Stock,XNYS,771239.3159866333,276,10.789999961853027
CD,CHAINCE DIGITAL HOLDINGS INC,Common Stock,XNAS,788303.2381296158,276,3.0299999713897705
CXAI,CXAPP INC,Common Stock,XNAS,799312.612554431,276,3.5299999713897705
JMSB,JOHN MARSHALL BANCORP INC,Common Stock,XNAS,823194.5713043213,276,22.559999465942383
FLWS,1-800-FLOWERS.COM INC-CL A,Common Stock,XNAS,828779.4943571091,276,3.440000057220459
BXBL,BOXABL INC,Common Stock,XNAS,835870.8819293976,276,4.010000228881836
RTB,RTB DIGITAL INC,Common Stock,XNAS,841139.4916534424,276,12.420000076293945
SNWV,SANUWAVE HEALTH INC,Common Stock,XNAS,861304.0088653564,276,4.599999904632568
CNL,COLLECTIVE MINING LTD,Common Stock,XNAS,872773.0090141296,276,15.09000015258789
