cik,ticker,all_tickers,issuer_edgar,name_source,name_match,form,form25_date,exchange_now,first_bar,last_bar,bars_total,bars_after_form25,status
903129,THRM,THRM,GENTHERM Inc,Gentherm Incorporated,True,25,2018-03-15,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
312069,BCS,BCS|BCLYF,BARCLAYS PLC,Barclays PLC,True,25-NSE,2018-03-19,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
850429,TG,TG,TREDEGAR CORP,Tredegar Corporation,True,25-NSE,2018-03-26,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1477294,ST,ST,Sensata Technologies Holding plc,Sensata Technologies Holding plc,True,25-NSE,2018-03-28,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1396440,MAIN,MAIN,Main Street Capital CORP,Main Street Capital Corporation,True,25-NSE,2018-04-03,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1444406,EC,EC,ECOPETROL S.A.,Ecopetrol S.A.,True,25-NSE,2018-04-16,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1137774,PFH,PFH|PRH|PRS|PRU,PRUDENTIAL FINANCIAL INC,CABCO Trust for JC Penney Debentures,False,25-NSE,2018-04-18,NYSE,2021-09-07,2026-09-04,1255,1255,identity-mismatch
797465,STLY,STLY,"HG Holdings, Inc.","HG Holdings, Inc.",True,25-NSE,2018-04-19,OTC Markets OTCQB,2021-09-07,2026-09-04,1255,1255,otc-continuation
944480,GVP,GVP,GSE SYSTEMS INC,,False,25,2018-04-27,http:404,,,0,0,no-data
1253986,ABR,ABR|ABR-PD|ABR-PE|ABR-PF,ARBOR REALTY TRUST INC,"Arbor Realty Trust, Inc.",True,25-NSE,2018-04-30,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1433660,JBT,JBT,John Bean Technologies CORP,,False,25-NSE,2018-04-30,http:404,,,0,0,no-data
1156039,ELV,ELV,"Anthem, Inc.","Elevance Health, Inc.",False,25-NSE,2018-05-01,NYSE,2021-09-07,2026-09-04,1255,1255,identity-mismatch
1122411,ASX,ASX,"ASE Industrial Holding Co., Ltd.","ASE Technology Holding Co., Ltd.",True,25-NSE,2018-05-03,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1091748,ARGD,ARGD,"Argo Group International Holdings, Ltd.",,False,25,2018-05-04,http:404,,,0,0,no-data
8858,AVT,AVT,AVNET INC,"Avnet, Inc.",True,25,2018-05-07,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
84129,RADCQ,RADCQ,RITE AID CORP,,False,25-NSE,2018-05-14,http:404,,,0,0,no-data
769218,AEG,AEG|AEFC|AEGOF,AEGON NV,Aegon Ltd.,True,25-NSE,2018-05-15,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
891478,SAN,SAN|BCDRF,"Banco Santander, S.A.","Banco Santander, S.A.",True,25-NSE,2018-05-15,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1405198,SM,SM,STRATS,SM Energy Company,False,25-NSE,2018-05-22,NYSE,2021-09-07,2026-09-04,1255,1255,identity-mismatch
1604174,ECC,ECC|ECCC|ECCF|ECCV|ECCW|ECCX|ECC-PD,Eagle Point Credit Co Inc.,Eagle Point Credit Company,True,25-NSE,2018-05-24,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
19745,CPK,CPK,CHESAPEAKE UTILITIES CORP,Chesapeake Utilities Corporation,True,25-NSE,2018-05-29,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1378701,GDL,GDL|GDL-PC,GDL FUND,The GDL Fund,True,25-NSE,2018-05-29,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
40545,GE,GE,GENERAL ELECTRIC CO,GE Aerospace,False,25-NSE,2018-05-31,NYSE,2021-09-07,2026-09-04,1255,1255,identity-mismatch
90896,SKY,SKY,SKYLINE CORP,"Champion Homes, Inc.",False,25,2018-05-31,NYSE,2021-09-07,2026-09-04,1255,1255,identity-mismatch
832428,SSP,SSP,E.W. SCRIPPS Co,The E.W. Scripps Company,True,25,2018-06-01,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
1158399,BRCNF,BRCNF,Burcon NutraScience Corp,Burcon NutraScience Corporation,True,25,2018-06-04,OTC Markets OTCQB,2021-09-07,2026-09-04,1255,1255,otc-continuation
1641398,GDC,GDC,TMSR HOLDING Co Ltd,GD Culture Group Limited,False,25-NSE,2018-06-06,NasdaqCM,2021-09-07,2026-09-04,1255,1255,identity-mismatch
1089113,HSBC,HSBC|HBCYF,HSBC HOLDINGS PLC,HSBC Holdings plc,True,25-NSE,2018-06-06,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1389002,MRIN,MRIN,MARIN SOFTWARE INC,,False,25,2018-06-19,http:404,,,0,0,no-data
91419,SJM,SJM,J M SMUCKER Co,The J. M. Smucker Company,True,25-NSE,2018-06-26,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1404912,KKR,KKR|KKRS,KKR & Co. Inc.,KKR & Co. Inc.,True,25-NSE,2018-07-02,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1322422,HBM,HBM,Hudbay Minerals Inc.,Hudbay Minerals Inc.,True,25-NSE,2018-07-18,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1488813,CUBB,CUBB|CUBI,"Customers Bancorp, Inc.","Customers Bancorp, Inc 5.375% S",True,25-NSE,2018-08-01,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
18349,SNV,SNV|SNV-PD|SNV-PE,SYNOVUS FINANCIAL CORP,,False,25-NSE,2018-08-01,http:404,,,0,0,no-data
1698990,MGY,MGY,Magnolia Oil & Gas Corp,Magnolia Oil & Gas Corporation,True,25-NSE,2018-08-02,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1169034,BHV,BHV,BLACKROCK VIRGINIA MUNICIPAL BOND TRUST,BlackRock Virginia Municipal Bond Trust,True,25,2018-08-08,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1176194,BLE,BLE,BLACKROCK MUNICIPAL INCOME TRUST II,,False,25,2018-08-08,http:404,,,0,0,no-data
835948,MVF,MVF,"BLACKROCK MUNIVEST FUND, INC.",,False,25,2018-08-08,http:404,,,0,0,no-data
1668717,BUD,BUD|BUDFF,Anheuser-Busch InBev SA/NV,Anheuser-Busch InBev SA/NV,True,25-NSE,2018-08-14,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
886136,SGA,SGA,SAGA COMMUNICATIONS INC,"Saga Communications, Inc.",True,25,2018-08-15,NasdaqGM,2021-09-07,2026-09-04,1255,1255,still-listed
887596,CAKE,CAKE,CHEESECAKE FACTORY INC,The Cheesecake Factory Incorporated,True,25,2018-08-20,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
110621,RPM,RPM,RPM INTERNATIONAL INC/DE/,RPM International Inc.,True,25-NSE,2018-08-20,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
862022,HGTXU,HGTXU,HUGOTON ROYALTY TRUST,Hugoton Royalty Trust,True,25,2018-08-23,OTC Markets OTCPK,2021-09-07,2026-09-04,1255,1255,otc-continuation
31235,KODK,KODK,EASTMAN KODAK CO,Eastman Kodak Company,True,25-NSE,2018-08-30,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1094831,BGC,BGC,"BGC Partners, Inc.","BGC Group, Inc.",True,25-NSE,2018-09-05,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
100517,UAL,UAL,"United Continental Holdings, Inc.","United Airlines Holdings, Inc.",True,25,2018-09-05,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
1374310,CBOE,CBOE,"Cboe Global Markets, Inc.","Cboe Global Markets, Inc.",True,25,2018-09-14,Cboe US,2021-09-07,2026-09-04,1255,1255,still-listed
72971,WFC,WFC|WFCNP|WFC-PA|WFC-PC|WFC-PD|WFC-PL|WFC-PY|WFC-PZ,WELLS FARGO & COMPANY/MN,Wells Fargo & Company,True,25-NSE,2018-09-18,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1356090,PGEN,PGEN,INTREXON CORP,"Precigen, Inc.",False,25,2018-09-24,NasdaqGS,2021-09-07,2026-09-04,1255,1255,identity-mismatch
1299709,AX,AX,"Axos Financial, Inc.","Axos Financial, Inc.",True,25,2018-09-25,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
876343,LCTX,LCTX,BIOTIME INC,"Lineage Cell Therapeutics, Inc.",False,25-NSE,2018-09-27,NYSE American,2021-09-07,2026-09-04,1255,1255,identity-mismatch
733269,RAMP,RAMP,"Acxiom Holdings, Inc.","LiveRamp Holdings, Inc.",False,25,2018-10-01,NYSE,2021-09-07,2026-09-04,1255,1255,identity-mismatch
1381197,IBKR,IBKR,"Interactive Brokers Group, Inc.","Interactive Brokers Group, Inc.",True,25,2018-10-02,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
725363,CVM,CVM,CEL SCI CORP,CEL-SCI Corporation,True,25-NSE,2018-10-09,NYSE American,2021-09-07,2026-09-04,1255,1255,still-listed
1626115,PJT,PJT,PJT Partners Inc.,PJT Partners Inc.,True,25-NSE,2018-10-09,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
714310,VLY,VLY|VLYPN|VLYPO|VLYPP,VALLEY NATIONAL BANCORP,Valley National Bancorp,True,25,2018-10-09,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
105319,WW,WW,WEIGHT WATCHERS INTERNATIONAL INC,"WW International, Inc.",False,25,2018-10-12,NasdaqGM,2025-06-27,2026-09-04,300,300,identity-mismatch
899051,ALL,ALL|ALL-PB|ALL-PH|ALL-PI|ALL-PJ,ALLSTATE CORP,The Allstate Corporation,True,25-NSE,2018-10-15,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
822411,IMUC,IMUC,"ImmunoCellular Therapeutics, Ltd.","EOM Pharmaceuticals Holdings, Inc.",False,25-NSE,2018-10-18,OTC Markets OTCPK,2021-09-07,2026-09-04,1255,1255,identity-mismatch
1562476,TMHC,TMHC,Taylor Morrison Home Corp,Taylor Morrison Home Corp,True,25-NSE,2018-10-26,NYSE,2026-07-17,2026-09-04,36,36,still-listed
1318885,DSX,DSX|DSX-PB|DSX-WT,DIANA SHIPPING INC.,Diana Shipping Inc.,True,25-NSE,2018-10-29,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1130464,BKH,BKH,BLACK HILLS CORP /SD/,Black Hills Corporation,True,25-NSE,2018-11-01,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
66740,MMM,MMM,3M CO,3M Company,True,25-NSE,2018-11-09,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
28412,CMA,CMA,COMERICA INC /NEW/,,False,25-NSE,2018-11-13,http:404,,,0,0,no-data
927628,COF,COF|COF-PI|COF-PJ|COF-PK|COF-PL|COF-PN,CAPITAL ONE FINANCIAL CORP,Capital One Financial Corporation,True,25-NSE,2018-11-13,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1683695,IMXI,IMXI,"International Money Express, Inc.","International Money Express, Inc.",True,25-NSE,2018-11-15,NasdaqCM,2021-09-07,2026-09-04,1255,1255,still-listed
914139,PRKR,PRKR,PARKERVISION INC,"ParkerVision, Inc.",True,25-NSE,2018-11-15,OTC Markets OTCQB,2021-09-07,2026-09-04,1255,1255,otc-continuation
1176948,ARES,ARES,Ares Management Corp,Ares Management Corporation,True,25-NSE,2018-11-26,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1372807,PTMN,PTMN,"KCAP Financial, Inc.",,False,25-NSE,2018-11-26,http:404,,,0,0,no-data
97210,TER,TER,"TERADYNE, INC","Teradyne, Inc.",True,25,2018-11-26,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
1389207,GFASY,GFASY|GFSAY,Gafisa S.A.,Gafisa S.A.,True,25,2018-12-07,OTC Markets OTCPK,2021-09-07,2026-09-04,1255,1255,otc-continuation
814453,NWL,NWL,NEWELL BRANDS INC,Newell Brands Inc.,True,25,2018-12-10,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
36270,MTB,MTB|MTB-PH|MTB-PJ,M&T BANK CORP,M&T Bank Corporation,True,25-NSE,2018-12-20,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1369241,DAC,DAC,Danaos Corp,Danaos Corporation,True,25-NSE,2018-12-21,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1171155,RLGT,RLGT,"RADIANT LOGISTICS, INC","Radiant Logistics, Inc.",True,25-NSE,2018-12-21,NYSE American,2021-09-07,2026-09-04,1255,1255,still-listed
1618921,WBA,WBA,"Walgreens Boots Alliance, Inc.",,False,25,2018-12-21,http:404,,,0,0,no-data
713676,PNC,PNC,"PNC FINANCIAL SERVICES GROUP, INC.","The PNC Financial Services Group, Inc.",True,25-NSE,2018-12-27,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1571996,DELL,DELL,Dell Technologies Inc,Dell Technologies Inc.,True,25-NSE,2018-12-28,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
352541,LNT,LNT,ALLIANT ENERGY CORP,Alliant Energy Corporation,True,25,2018-12-28,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
1029744,SOFO,SOFO,SONIC FOUNDRY INC,"Sonic Foundry, Inc.",True,25,2018-12-28,OTC Markets OTCPK,2021-09-07,2026-09-04,1255,1255,otc-continuation
1020859,UNFI,UNFI,UNITED NATURAL FOODS INC,"United Natural Foods, Inc.",True,25,2018-12-28,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
719135,APYX,APYX,BOVIE MEDICAL Corp,Apyx Medical Corporation,True,25,2018-12-31,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
1121404,SNY,SNY|SNYNF,Sanofi,Sanofi,True,25,2018-12-31,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
107687,WGO,WGO,WINNEBAGO INDUSTRIES INC,"Winnebago Industries, Inc.",True,25,2018-12-31,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
67716,MDU,MDU,MDU RESOURCES GROUP INC,"MDU Resources Group, Inc.",True,25-NSE,2019-01-02,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
740260,VTR,VTR,VENTAS INC,"Ventas, Inc.",True,25-NSE,2019-01-04,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1282631,NLST,NLST,NETLIST INC,"Netlist, Inc.",True,25-NSE,2019-01-08,OTC Markets OTCQB,2021-09-07,2026-09-04,1255,1255,otc-continuation
1643953,PRPL,PRPL,"Purple Innovation, Inc.","Purple Innovation, Inc.",True,25-NSE,2019-01-08,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
1264136,WF,WF,WOORI BANK,Woori Financial Group Inc.,True,25-NSE,2019-01-11,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
709283,QMCO,QMCO,QUANTUM CORP /DE/,Quantum Corporation,True,25-NSE,2019-01-30,NasdaqGM,2021-09-07,2026-09-04,1255,1255,still-listed
4447,HES,HES,HESS CORP,,False,25-NSE,2019-01-31,http:404,,,0,0,no-data
1682745,VRRM,VRRM,VERRA MOBILITY Corp,Verra Mobility Corporation,True,25-NSE,2019-02-01,NasdaqCM,2021-09-07,2026-09-04,1255,1255,still-listed
828146,LINK,LINK,INTERLINK ELECTRONICS INC,"Interlink Electronics, Inc.",True,25,2019-02-04,NasdaqCM,2021-09-07,2026-09-04,1255,1255,still-listed
1547546,LFT,LFT|LFT-PA,"Hunt Companies Finance Trust, Inc.","Lument Finance Trust, Inc.",True,25-NSE,2019-02-14,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1653247,ASAPQ,ASAPQ,Waitr Holdings Inc.,Waitr Holdings Inc.,True,25-NSE,2019-02-26,OTC Markets OTCPK,2021-09-07,2026-09-04,1255,1255,otc-continuation
1703956,BBCP,BBCP,"Concrete Pumping Holdings, Inc.","Concrete Pumping Holdings, Inc.",True,25-NSE,2019-02-26,NasdaqCM,2021-09-07,2026-09-04,1255,1255,still-listed
1692787,KNTK,KNTK,Altus Midstream Co,Kinetik Holdings Inc.,False,25-NSE,2019-02-26,NYSE,2021-09-07,2026-09-04,1255,1255,identity-mismatch
1376339,MDXG,MDXG,"MIMEDX GROUP, INC.","MiMedx Group, Inc.",True,25-NSE,2019-02-26,NasdaqCM,2021-09-07,2026-09-04,1255,1255,still-listed
1411342,EFC,EFC|EFC-PA|EFC-PB|EFC-PC|EFC-PD|EFC-PE,Ellington Financial Inc.,Ellington Financial Inc.,True,25-NSE,2019-03-04,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
78003,PFE,PFE,PFIZER INC,Pfizer Inc.,True,25-NSE,2019-03-06,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
225211,TGHI,TGHI,"One Horizon Group, Inc.","Touchpoint Group Holdings, Inc.",False,25,2019-03-08,OTC Markets OTCPK,2021-09-07,2026-09-04,1255,1255,identity-mismatch
313807,BP,BP|BPAQF,BP PLC,BP p.l.c.,True,25-NSE,2019-03-11,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
732712,VZ,VZ,VERIZON COMMUNICATIONS INC,Verizon Communications Inc.,True,25-NSE,2019-03-11,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1661181,ORGO,ORGO,Organogenesis Holdings Inc.,Organogenesis Holdings Inc.,True,25-NSE,2019-03-12,NasdaqCM,2021-09-07,2026-09-04,1255,1255,still-listed
1623925,AM,AM,Antero Midstream Corp,Antero Midstream Corporation,True,25-NSE,2019-03-13,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
320193,AAPL,AAPL,APPLE INC,Apple Inc.,True,25,2019-03-14,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
1521332,APTV,APTV,Aptiv PLC,Aptiv PLC,True,25-NSE,2019-03-18,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
24545,TAP,TAP|TAP-A,MOLSON COORS BREWING CO,Molson Coors Beverage Company,True,25-NSE,2019-03-18,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1543198,UK,UK,Aptiv International Holdings,Ucommune International Ltd,False,25-NSE,2019-03-18,NasdaqCM,2021-09-07,2026-09-04,1255,1255,identity-mismatch
890926,RDN,RDN,RADIAN GROUP INC,Radian Group Inc.,True,25-NSE,2019-03-21,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
96885,TIKK,TIKK,TEL INSTRUMENT ELECTRONICS CORP,Tel-Instrument Electronics Corp.,True,25-NSE,2019-03-26,OTC Markets OTCPK,2021-09-07,2026-09-04,1255,1255,otc-continuation
230557,SIGI,SIGI|SIGIP,SELECTIVE INSURANCE GROUP INC,"Selective Insurance Group, Inc.",True,25-NSE,2019-03-28,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
1530804,TROX,TROX,Tronox Holdings plc,Tronox Holdings plc,True,25-NSE,2019-03-28,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
2186,BKTI,BKTI,BK Technologies Corp,BK Technologies Corporation,True,25-NSE,2019-03-29,NYSE American,2021-09-07,2026-09-04,1255,1255,still-listed
350403,PHIG,PHIG,PHI INC,"PHI Group, Inc.",True,25-NSE,2019-04-02,OTC Markets OTCPK,2021-09-07,2026-09-04,1255,1255,otc-continuation
1653558,PRTH,PRTH|PRTHU,"Priority Technology Holdings, Inc.","Priority Technology Holdings, Inc.",True,25-NSE,2019-04-02,NasdaqCM,2021-09-07,2026-09-04,1255,1255,still-listed
1708410,WINR,WINR,SIMPLICITY ESPORTS & GAMING Co,Simplicity Esports and Gaming Company,True,25-NSE,2019-04-02,OTC Markets OTCPK,2021-09-07,2026-09-04,1255,1255,otc-continuation
1090633,IIJIF,IIJIF|IIJIY,INTERNET INITIATIVE JAPAN INC,Internet Initiative Japan Inc.,True,25,2019-04-11,OTC Markets OTCID,2021-09-07,2026-09-04,1255,1255,otc-continuation
1048911,FDX,FDX,FEDEX CORP,FedEx Corporation,True,25-NSE,2019-04-12,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1307579,LIQT,LIQT,LIQTECH INTERNATIONAL INC,"LiqTech International, Inc.",True,25,2019-04-15,NasdaqCM,2021-09-07,2026-09-04,1255,1255,still-listed
1334978,CCO,CCO,"Clear Channel Outdoor Holdings, Inc.","Clear Channel Outdoor Holdings, Inc.",True,25-NSE,2019-05-02,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1140215,REED,REED,"REED'S, INC.","Reed's, Inc.",True,25,2019-05-09,NYSE American,2021-09-07,2026-09-04,1255,1255,still-listed
868675,TU,TU,TELUS CORP,TELUS Corporation,True,25-NSE,2019-05-10,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
21665,CL,CL,COLGATE PALMOLIVE CO,Colgate-Palmolive Company,True,25-NSE,2019-05-14,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1474835,IPCIF,IPCIF,Intellipharmaceutics International Inc.,,False,25-NSE,2019-06-03,http:404,,,0,0,no-data
1712463,PACK,PACK,Ranpak Holdings Corp.,Ranpak Holdings Corp.,True,25-NSE,2019-06-03,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
10795,BDX,BDX,BECTON DICKINSON & CO,"Becton, Dickinson and Company",True,25-NSE,2019-06-06,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1228627,OCUP,OCUP,"REXAHN PHARMACEUTICALS, INC.",,False,25,2019-06-07,http:404,,,0,0,no-data
845877,AGM,AGM|AGM-A|AGM-PD|AGM-PE|AGM-PF|AGM-PG,FEDERAL AGRICULTURAL MORTGAGE CORP,Federal Agricultural Mortgage Corporation,True,25-NSE,2019-06-12,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1562767,CAYMAN,CAYMAN,Netshoes,,False,25-NSE,2019-06-17,http:404,,,0,0,no-data
1306830,CE,CE,Celanese Corp,Celanese Corporation,True,25-NSE,2019-06-17,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
7084,ADM,ADM,Archer-Daniels-Midland Co,Archer-Daniels-Midland Company,True,25-NSE,2019-06-24,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1713539,KXIN,KXIN,Kaixin Auto Holdings,Kaixin Holdings,True,25-NSE,2019-06-24,NasdaqCM,2021-09-07,2026-09-04,1255,1255,still-listed
799698,LADX,LADX,CYTRX CORP,LadRx Corporation,False,25-NSE,2019-06-24,OTC Markets OTCPK,2021-09-07,2026-09-04,1255,1255,identity-mismatch
1393818,BX,BX,Blackstone Group Inc,Blackstone Inc.,True,25-NSE,2019-07-01,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1692819,VST,VST,Vistra Energy Corp.,Vistra Corp.,True,25-NSE,2019-07-01,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
860748,KMPB,KMPB|KMPR,KEMPER Corp,Kemper Corporation 5.875% Fixed,True,25-NSE,2019-07-09,NYSE,2022-03-16,2026-09-04,1123,1123,still-listed
59558,LNC,LNC|LNC-PD,LINCOLN NATIONAL CORP,Lincoln National Corporation,True,25-NSE,2019-07-10,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
913142,BDC,BDC,BELDEN INC.,Belden Inc.,True,25-NSE,2019-07-15,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1001385,NWPX,NWPX,NORTHWEST PIPE CO,"NWPX Infrastructure, Inc.",False,25,2019-07-22,NasdaqGS,2021-09-07,2026-09-04,1255,1255,identity-mismatch
1428205,ARR,ARR|ARR-PC,"Armour Residential REIT, Inc.","ARMOUR Residential REIT, Inc.",True,25-NSE,2019-07-26,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1709682,CTOS,CTOS|CTOSW,"NESCO HOLDINGS, INC.","Custom Truck One Source, Inc.",False,25-NSE,2019-08-01,NYSE,2021-09-07,2026-09-04,1255,1255,identity-mismatch
1634447,ISUNQ,ISUNQ,"PECK Co HOLDINGS, INC.","iSun, Inc.",False,25-NSE,2019-08-01,OTC Markets OTCPK,2021-09-07,2026-09-04,1255,1255,identity-mismatch
797468,OXY,OXY|OXY-WT,OCCIDENTAL PETROLEUM CORP /DE/,Occidental Petroleum Corporation,True,25-NSE,2019-08-01,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
723125,MU,MU,MICRON TECHNOLOGY INC,"Micron Technology, Inc.",True,25,2019-08-05,NasdaqGS,2021-09-07,2026-09-04,1255,1255,still-listed
806628,DNP,DNP,DNP SELECT INCOME FUND INC,DNP Select Income Fund Inc.,True,25,2019-08-06,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1282648,BATL,BATL,HALCON RESOURCES CORP,Battalion Oil Corporation,False,25-NSE,2019-08-07,NYSE American,2021-09-07,2026-09-04,1255,1255,identity-mismatch
1597672,RYAM,RYAM,RAYONIER ADVANCED MATERIALS INC.,Rayonier Advanced Materials Inc.,True,25-NSE,2019-08-15,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1511737,UI,UI,"Ubiquiti Networks, Inc.",Ubiquiti Inc.,True,25,2019-08-19,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1720592,RPAY,RPAY,Repay Holdings Corp,Repay Holdings Corporation,True,25-NSE,2019-08-22,NasdaqCM,2021-09-07,2026-09-04,1255,1255,still-listed
92230,TFC,TFC|TFC-PI|TFC-PO|TFC-PR,BB&T CORP,Truist Financial Corporation,False,25-NSE,2019-09-03,NYSE,2021-09-07,2026-09-04,1255,1255,identity-mismatch
1618181,GLDM,GLDM,World Gold Trust,SPDR Gold MiniShares,True,25-NSE,2019-09-11,NYSEArca,2021-09-07,2026-09-04,1255,1255,still-listed
851968,MHK,MHK,MOHAWK INDUSTRIES INC,"Mohawk Industries, Inc.",True,25-NSE,2019-09-13,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
77360,PNR,PNR,PENTAIR plc,Pentair plc,True,25-NSE,2019-09-18,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1708341,AGAE,AGAE,"Allied Esports Entertainment, Inc.",,False,25-NSE,2019-09-23,http:404,,,0,0,no-data
704562,CDMO,CDMO,"Avid Bioservices, Inc.",,False,25,2019-09-23,http:404,,,0,0,no-data
1563568,EVTV,EVTV,"ADOMANI, INC.",Azio AI Inc,False,25-NSE,2019-09-23,NasdaqGM,2026-07-17,2026-09-04,36,36,identity-mismatch
1403528,OAK-PA,OAK-PA|OAK-PB,"Oaktree Capital Group, LLC","Oaktree Capital Group, LLC 6.625% PFD UT A",True,25-NSE,2019-09-30,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
907254,BFS,BFS|BFS-PD|BFS-PE,SAUL CENTERS INC,"Saul Centers, Inc.",True,25-NSE,2019-10-17,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1551152,ABBV,ABBV,AbbVie Inc.,AbbVie Inc.,True,25-NSE,2019-10-18,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
704532,ONTO,ONTO,NANOMETRICS INC,Onto Innovation Inc.,False,25,2019-10-25,NYSE,2021-09-07,2026-09-04,1255,1255,identity-mismatch
1578453,DLNG,DLNG,Dynagas LNG Partners LP,Dynagas LNG Partners LP,True,25-NSE,2019-10-30,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
51143,IBM,IBM,INTERNATIONAL BUSINESS MACHINES CORP,International Business Machines Corporation,True,25-NSE,2019-11-01,NYSE,2021-09-07,2026-09-04,1255,1255,still-listed
1552800,TTSH,TTSH,"TILE SHOP HOLDINGS, INC.","Tile Shop Holdings, Inc.",True,25,2019-11-01,OTC Markets OTCPK,2021-09-07,2026-09-04,1255,1255,otc-continuation
