event_id,ticker,event_type,event_ts,entry_date,exit_date,horizon,event_ret,control,control_ret,abnormal_ret,exit_status
f4_PCB_2023-12-06,PCB,form4_cluster_buy,2023-12-06T00:00:00,2023-12-07,2024-03-11,63,-0.043556,SPY,0.120295,-0.163852,ok
f4_MX_2023-12-12,MX,form4_cluster_buy,2023-12-12T00:00:00,2023-12-13,2024-03-15,63,-0.160405,SPY,0.091365,-0.25177,ok
f4_CATX_2023-12-19,CATX,form4_cluster_buy,2023-12-19T00:00:00,2023-12-20,2024-03-22,63,2.735294,SPY,0.116536,2.618758,ok
f4_PAYS_2024-01-25,PAYS,form4_cluster_buy,2024-01-25T00:00:00,2024-01-26,2024-04-26,63,0.418006,SPY,0.046017,0.371989,ok
f4_ACET_2024-01-26,ACET,form4_cluster_buy,2024-01-26T00:00:00,2024-01-29,2024-04-29,63,-0.47,SPY,0.041474,-0.511474,ok
f4_EPSN_2024-02-05,EPSN,form4_cluster_buy,2024-02-05T00:00:00,2024-02-06,2024-05-07,63,0.105941,SPY,0.050137,0.055803,ok
f4_OVLY_2024-02-06,OVLY,form4_cluster_buy,2024-02-06T00:00:00,2024-02-07,2024-05-08,63,-0.033373,SPY,0.041552,-0.074925,ok
f4_LCNB_2024-02-13,LCNB,form4_cluster_buy,2024-02-13T00:00:00,2024-02-14,2024-05-15,63,0.048048,SPY,0.065901,-0.017853,ok
f4_PLCE_2024-02-16,PLCE,form4_cluster_buy,2024-02-16T00:00:00,2024-02-20,2024-05-20,63,-0.431977,SPY,0.07035,-0.502327,ok
f4_ESOA_2024-02-26,ESOA,form4_cluster_buy,2024-02-26T00:00:00,2024-02-27,2024-05-28,63,-0.194712,SPY,0.048382,-0.243093,ok
f4_RVSB_2024-02-27,RVSB,form4_cluster_buy,2024-02-27T00:00:00,2024-02-28,2024-05-29,63,-0.168907,SPY,0.042418,-0.211325,ok
f4_ORN_2024-03-07,ORN,form4_cluster_buy,2024-03-07T00:00:00,2024-03-08,2024-06-07,63,0.210153,SPY,0.046801,0.163352,ok
f4_SLRC_2024-03-08,SLRC,form4_cluster_buy,2024-03-08T00:00:00,2024-03-11,2024-06-10,63,0.081576,SPY,0.050939,0.030637,ok
f4_HWBK_2024-03-11,HWBK,form4_cluster_buy,2024-03-11T00:00:00,2024-03-12,2024-06-11,63,-0.023649,SPY,0.042258,-0.065907,ok
